"グループ番号","グループ属性","グループ人数","町丁目コード","座標X","座標Y","校区番号","町丁目名","小学校区名"
4874,1,1,"103031000",-36416.94,-21470.93,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4875,1,1,"103031000",-37017.9,-22031.29,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4876,1,1,"103031000",-36801.82,-21972.36,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4877,1,1,"103031000",-36387.7,-21582.51,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4878,1,1,"103031000",-36967.91,-21455.81,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4879,1,1,"103031000",-36967.74,-21444.89,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4880,1,1,"103031000",-36328.66,-21608.47,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4881,4,1,"103031000",-36285.76,-21535.3,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4882,4,1,"103031000",-36769.78,-22055.95,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4883,4,1,"103031000",-36305.36,-21512.17,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4884,4,1,"103031000",-36167.14,-21468.59,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4885,4,1,"103031000",-36315.57,-21520.77,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4886,4,1,"103031000",-36936.24,-22017.37,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4887,4,1,"103031000",-36979.14,-22081.54,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4888,4,1,"103031000",-36328.23,-21541.38,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4889,1,2,"103031000",-36314.01,-21467.92,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4890,1,2,"103031000",-36931.25,-22073,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4891,1,2,"103031000",-36873.23,-21551.92,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4892,1,2,"103031000",-36704.44,-21480.12,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4893,1,2,"103031000",-36330.87,-21452.17,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4894,1,2,"103031000",-36255.65,-21501.74,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4895,1,2,"103031000",-36808.14,-22071.27,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4896,1,2,"103031000",-36786.7,-21917.78,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4897,1,2,"103031000",-36278.05,-21492.49,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4898,1,2,"103031000",-36330.87,-21452.17,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4899,1,2,"103031000",-36435.9,-21386.63,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4900,1,2,"103031000",-36334.92,-21622.89,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4901,1,2,"103031000",-36994.4,-22032.81,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4902,1,2,"103031000",-36049.75,-21417.62,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4903,1,2,"103031000",-36849.68,-21954.4,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4904,1,2,"103031000",-36853.5,-22040.24,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4905,1,2,"103031000",-36590.79,-21510.96,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4906,1,2,"103031000",-36967.74,-21444.89,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4907,1,2,"103031000",-36737.87,-21472.59,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4908,1,2,"103031000",-36178.36,-21515.04,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4909,1,2,"103031000",-36182.9,-21466.11,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4910,1,2,"103031000",-36144.8,-21464.19,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4911,1,2,"103031000",-36458.16,-21546.62,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4912,1,2,"103031000",-36231.72,-21486.16,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4913,1,2,"103031000",-36365.6,-21435.96,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4914,1,2,"103031000",-36314.01,-21467.92,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4915,1,2,"103031000",-36438.09,-21531.39,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4916,1,2,"103031000",-36978.14,-21912.55,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4917,4,2,"103031000",-36906.63,-21482.47,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4918,4,2,"103031000",-36324.19,-21580.95,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4919,4,2,"103031000",-36292.68,-21443.72,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4920,4,2,"103031000",-36788.95,-21420.64,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4921,4,2,"103031000",-36909.86,-22017.96,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4922,4,2,"103031000",-36305.36,-21512.17,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4923,4,2,"103031000",-36310.26,-21565.43,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4924,4,2,"103031000",-36453.02,-21523.01,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4925,1,3,"103031000",-36457.34,-21422.08,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4926,1,3,"103031000",-36405,-21677.53,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4927,1,3,"103031000",-36997.38,-21911.1,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4928,1,3,"103031000",-36867.32,-21974.22,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4929,1,3,"103031000",-36850.9,-21979.94,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4930,1,3,"103031000",-36431.52,-21469.52,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4931,1,3,"103031000",-36231.86,-21570.94,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4932,1,3,"103031000",-37009.48,-22023.89,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4933,1,3,"103031000",-36934.74,-21478.06,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4934,1,3,"103031000",-36458.16,-21546.62,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4935,1,3,"103031000",-36873.23,-21551.92,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4936,1,3,"103031000",-36808.14,-22071.27,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4937,1,3,"103031000",-36232.74,-21548.84,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4938,1,3,"103031000",-36444.34,-21469.33,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4939,1,3,"103031000",-36255.83,-21446.26,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4940,1,3,"103031000",-36281.05,-21566.74,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4941,1,3,"103031000",-36849.68,-21954.4,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4942,1,3,"103031000",-36997.38,-21911.1,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4943,1,3,"103031000",-36966.44,-22099.54,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4944,1,3,"103031000",-36307.16,-21443.3,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4945,1,3,"103031000",-37036.63,-21982.54,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4946,1,3,"103031000",-36444.34,-21469.33,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4947,1,3,"103031000",-36224.84,-21543.59,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4948,4,3,"103031000",-36946.13,-21526.73,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4949,4,3,"103031000",-36435.9,-21386.63,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4950,1,4,"103031000",-36242.73,-21456.85,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4951,1,4,"103031000",-36967.91,-21455.81,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4952,1,4,"103031000",-36928.08,-22011.3,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4953,1,4,"103031000",-36889.69,-22057.98,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4954,1,4,"103031000",-36305.36,-21512.17,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4955,1,4,"103031000",-36845.64,-22099.31,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4956,1,4,"103031000",-36764.57,-21465.68,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4957,1,4,"103031000",-36185.48,-21516.44,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4958,1,4,"103031000",-36147.42,-21521.83,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4959,2,4,"103031000",-37054.74,-21962.58,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4960,1,5,"103031000",-36167.14,-21468.59,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4961,1,5,"103031000",-36900.14,-22075.14,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4962,1,5,"103031000",-36808.14,-22071.27,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4963,2,5,"103031000",-36900.14,-22075.14,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4964,3,5,"103031000",-37054.74,-21962.58,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4965,1,6,"103031000",-36966.44,-22099.54,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4966,1,6,"103031000",-36979.14,-22081.54,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4967,1,6,"103031000",-36254.57,-21517.45,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4968,2,6,"103031000",-36248.06,-21487.62,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4969,1,7,"103031000",-36436.2,-21501.82,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4970,1,7,"103031000",-36198.26,-21541.32,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4971,1,7,"103031000",-36386.23,-21638.01,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4972,1,7,"103031000",-36287.17,-21505.68,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4973,3,7,"103031000",-36993.38,-21894.01,11,"熊本市西区 松尾町近津 ","松尾西小学校"
4974,1,1,"103036000",-38657.59,-17536.72,12,"熊本市西区 河内町白浜 ","河内小学校"
4975,1,1,"103036000",-38933.4,-17399.03,12,"熊本市西区 河内町白浜 ","河内小学校"
4976,1,1,"103036000",-38915.29,-17143.17,12,"熊本市西区 河内町白浜 ","河内小学校"
4977,1,1,"103036000",-38828.48,-17340.29,12,"熊本市西区 河内町白浜 ","河内小学校"
4978,1,1,"103036000",-38824.01,-17564.2,12,"熊本市西区 河内町白浜 ","河内小学校"
4979,1,1,"103036000",-38639.1,-17510.75,12,"熊本市西区 河内町白浜 ","河内小学校"
4980,1,1,"103036000",-38739.26,-17536,12,"熊本市西区 河内町白浜 ","河内小学校"
4981,1,1,"103036000",-38981.89,-16911.36,12,"熊本市西区 河内町白浜 ","河内小学校"
4982,1,1,"103036000",-38715.73,-17648.77,12,"熊本市西区 河内町白浜 ","河内小学校"
4983,1,1,"103036000",-38903.99,-17060.07,12,"熊本市西区 河内町白浜 ","河内小学校"
4984,1,1,"103036000",-38844.36,-17549.31,12,"熊本市西区 河内町白浜 ","河内小学校"
4985,1,1,"103036000",-38591.18,-17618.6,12,"熊本市西区 河内町白浜 ","河内小学校"
4986,1,1,"103036000",-38817.83,-17572.12,12,"熊本市西区 河内町白浜 ","河内小学校"
4987,1,1,"103036000",-38285.57,-16848.79,12,"熊本市西区 河内町白浜 ","河内小学校"
4988,1,1,"103036000",-38744.57,-17479.39,12,"熊本市西区 河内町白浜 ","河内小学校"
4989,1,1,"103036000",-38727.19,-17646.12,12,"熊本市西区 河内町白浜 ","河内小学校"
4990,1,1,"103036000",-37314.1,-17117.72,12,"熊本市西区 河内町白浜 ","河内小学校"
4991,1,1,"103036000",-39194.78,-16901.66,12,"熊本市西区 河内町白浜 ","河内小学校"
4992,1,1,"103036000",-38821.74,-17352.54,12,"熊本市西区 河内町白浜 ","河内小学校"
4993,1,1,"103036000",-37370.99,-17695.89,12,"熊本市西区 河内町白浜 ","河内小学校"
4994,1,1,"103036000",-38984.62,-17362.51,12,"熊本市西区 河内町白浜 ","河内小学校"
4995,1,1,"103036000",-38791.29,-17601.84,12,"熊本市西区 河内町白浜 ","河内小学校"
4996,1,1,"103036000",-37410.43,-17199.25,12,"熊本市西区 河内町白浜 ","河内小学校"
4997,1,1,"103036000",-38651.2,-17641.92,12,"熊本市西区 河内町白浜 ","河内小学校"
4998,1,1,"103036000",-38844.36,-17549.31,12,"熊本市西区 河内町白浜 ","河内小学校"
4999,4,1,"103036000",-38994.85,-17439.7,12,"熊本市西区 河内町白浜 ","河内小学校"
5000,4,1,"103036000",-38727.19,-17646.12,12,"熊本市西区 河内町白浜 ","河内小学校"
5001,4,1,"103036000",-38852.01,-17590.27,12,"熊本市西区 河内町白浜 ","河内小学校"
5002,4,1,"103036000",-38854.65,-17665.96,12,"熊本市西区 河内町白浜 ","河内小学校"
5003,4,1,"103036000",-38916.83,-17005.77,12,"熊本市西区 河内町白浜 ","河内小学校"
5004,4,1,"103036000",-38684.14,-17851.17,12,"熊本市西区 河内町白浜 ","河内小学校"
5005,4,1,"103036000",-38730.66,-17455.88,12,"熊本市西区 河内町白浜 ","河内小学校"
5006,1,2,"103036000",-38476.8,-17496.86,12,"熊本市西区 河内町白浜 ","河内小学校"
5007,1,2,"103036000",-38947.86,-17602.24,12,"熊本市西区 河内町白浜 ","河内小学校"
5008,1,2,"103036000",-37287.9,-17104.3,12,"熊本市西区 河内町白浜 ","河内小学校"
5009,1,2,"103036000",-38706.05,-17545.48,12,"熊本市西区 河内町白浜 ","河内小学校"
5010,1,2,"103036000",-37314.1,-17117.72,12,"熊本市西区 河内町白浜 ","河内小学校"
5011,1,2,"103036000",-38781.27,-17655.31,12,"熊本市西区 河内町白浜 ","河内小学校"
5012,1,2,"103036000",-38480.36,-17489.13,12,"熊本市西区 河内町白浜 ","河内小学校"
5013,1,2,"103036000",-38907.39,-17168.19,12,"熊本市西区 河内町白浜 ","河内小学校"
5014,1,2,"103036000",-38641.08,-17654.76,12,"熊本市西区 河内町白浜 ","河内小学校"
5015,1,2,"103036000",-38994.85,-17439.7,12,"熊本市西区 河内町白浜 ","河内小学校"
5016,1,2,"103036000",-39013.77,-16895.86,12,"熊本市西区 河内町白浜 ","河内小学校"
5017,1,2,"103036000",-38829.3,-17418.18,12,"熊本市西区 河内町白浜 ","河内小学校"
5018,1,2,"103036000",-38645.75,-17528.61,12,"熊本市西区 河内町白浜 ","河内小学校"
5019,1,2,"103036000",-38731.13,-17579.54,12,"熊本市西区 河内町白浜 ","河内小学校"
5020,1,2,"103036000",-38880.77,-17262.4,12,"熊本市西区 河内町白浜 ","河内小学校"
5021,1,2,"103036000",-38868.41,-16704.96,12,"熊本市西区 河内町白浜 ","河内小学校"
5022,1,2,"103036000",-38934.44,-17040.65,12,"熊本市西区 河内町白浜 ","河内小学校"
5023,1,2,"103036000",-38951.05,-16735.55,12,"熊本市西区 河内町白浜 ","河内小学校"
5024,1,2,"103036000",-38510.23,-17516.97,12,"熊本市西区 河内町白浜 ","河内小学校"
5025,1,2,"103036000",-38787.64,-17881.02,12,"熊本市西区 河内町白浜 ","河内小学校"
5026,1,2,"103036000",-38860.29,-17230.25,12,"熊本市西区 河内町白浜 ","河内小学校"
5027,1,2,"103036000",-38933.4,-17399.03,12,"熊本市西区 河内町白浜 ","河内小学校"
5028,1,2,"103036000",-38952.18,-17132.03,12,"熊本市西区 河内町白浜 ","河内小学校"
5029,1,2,"103036000",-38787.64,-17881.02,12,"熊本市西区 河内町白浜 ","河内小学校"
5030,1,2,"103036000",-38898.26,-16782.23,12,"熊本市西区 河内町白浜 ","河内小学校"
5031,1,2,"103036000",-38888.08,-17469.4,12,"熊本市西区 河内町白浜 ","河内小学校"
5032,1,2,"103036000",-38880.77,-17262.4,12,"熊本市西区 河内町白浜 ","河内小学校"
5033,1,2,"103036000",-38853.58,-17826.17,12,"熊本市西区 河内町白浜 ","河内小学校"
5034,1,2,"103036000",-38872.94,-17317.08,12,"熊本市西区 河内町白浜 ","河内小学校"
5035,1,2,"103036000",-38802.07,-17564.92,12,"熊本市西区 河内町白浜 ","河内小学校"
5036,1,2,"103036000",-38802.79,-17682.87,12,"熊本市西区 河内町白浜 ","河内小学校"
5037,1,2,"103036000",-38787.64,-17881.02,12,"熊本市西区 河内町白浜 ","河内小学校"
5038,1,2,"103036000",-38916.83,-17005.77,12,"熊本市西区 河内町白浜 ","河内小学校"
5039,1,2,"103036000",-38791.29,-17601.84,12,"熊本市西区 河内町白浜 ","河内小学校"
5040,1,2,"103036000",-38875.65,-17416.44,12,"熊本市西区 河内町白浜 ","河内小学校"
5041,1,2,"103036000",-38797.94,-17477.13,12,"熊本市西区 河内町白浜 ","河内小学校"
5042,1,2,"103036000",-38743.32,-16711,12,"熊本市西区 河内町白浜 ","河内小学校"
5043,1,2,"103036000",-38926.04,-16804.91,12,"熊本市西区 河内町白浜 ","河内小学校"
5044,1,2,"103036000",-39124.75,-17876.08,12,"熊本市西区 河内町白浜 ","河内小学校"
5045,1,2,"103036000",-38965.24,-17148.66,12,"熊本市西区 河内町白浜 ","河内小学校"
5046,1,2,"103036000",-38971.41,-17359.61,12,"熊本市西区 河内町白浜 ","河内小学校"
5047,1,2,"103036000",-37685.29,-17647.36,12,"熊本市西区 河内町白浜 ","河内小学校"
5048,1,2,"103036000",-38791.29,-17601.84,12,"熊本市西区 河内町白浜 ","河内小学校"
5049,1,2,"103036000",-38824.01,-17564.2,12,"熊本市西区 河内町白浜 ","河内小学校"
5050,4,2,"103036000",-38730.66,-17455.88,12,"熊本市西区 河内町白浜 ","河内小学校"
5051,4,2,"103036000",-38852.54,-17314.9,12,"熊本市西区 河内町白浜 ","河内小学校"
5052,4,2,"103036000",-38660.39,-17622.85,12,"熊本市西区 河内町白浜 ","河内小学校"
5053,4,2,"103036000",-38727.19,-17646.12,12,"熊本市西区 河内町白浜 ","河内小学校"
5054,4,2,"103036000",-38510.23,-17516.97,12,"熊本市西区 河内町白浜 ","河内小学校"
5055,4,2,"103036000",-38830.43,-16682.46,12,"熊本市西区 河内町白浜 ","河内小学校"
5056,4,2,"103036000",-38809.28,-17403.65,12,"熊本市西区 河内町白浜 ","河内小学校"
5057,4,2,"103036000",-38541.73,-17492.78,12,"熊本市西区 河内町白浜 ","河内小学校"
5058,4,2,"103036000",-38639.1,-17510.75,12,"熊本市西区 河内町白浜 ","河内小学校"
5059,4,2,"103036000",-38870.49,-17342.24,12,"熊本市西区 河内町白浜 ","河内小学校"
5060,4,2,"103036000",-38946.05,-16724.18,12,"熊本市西区 河内町白浜 ","河内小学校"
5061,4,2,"103036000",-38519.98,-17520.35,12,"熊本市西区 河内町白浜 ","河内小学校"
5062,4,2,"103036000",-38791.29,-17601.84,12,"熊本市西区 河内町白浜 ","河内小学校"
5063,4,2,"103036000",-38851.05,-16768.05,12,"熊本市西区 河内町白浜 ","河内小学校"
5064,4,2,"103036000",-38947.86,-17602.24,12,"熊本市西区 河内町白浜 ","河内小学校"
5065,4,2,"103036000",-38595.78,-17528.77,12,"熊本市西区 河内町白浜 ","河内小学校"
5066,4,2,"103036000",-38844.36,-17549.31,12,"熊本市西区 河内町白浜 ","河内小学校"
5067,4,2,"103036000",-38875.65,-17416.44,12,"熊本市西区 河内町白浜 ","河内小学校"
5068,4,2,"103036000",-38980.2,-17116.66,12,"熊本市西区 河内町白浜 ","河内小学校"
5069,4,2,"103036000",-38794.5,-17460.03,12,"熊本市西区 河内町白浜 ","河内小学校"
5070,4,2,"103036000",-38791.29,-17601.84,12,"熊本市西区 河内町白浜 ","河内小学校"
5071,2,2,"103036000",-38712.03,-17602.82,12,"熊本市西区 河内町白浜 ","河内小学校"
5072,1,3,"103036000",-38893.89,-17043.83,12,"熊本市西区 河内町白浜 ","河内小学校"
5073,1,3,"103036000",-38661.63,-17636.5,12,"熊本市西区 河内町白浜 ","河内小学校"
5074,1,3,"103036000",-38958.67,-16719.91,12,"熊本市西区 河内町白浜 ","河内小学校"
5075,1,3,"103036000",-38875.65,-17416.44,12,"熊本市西区 河内町白浜 ","河内小学校"
5076,1,3,"103036000",-38802.58,-17603.24,12,"熊本市西区 河内町白浜 ","河内小学校"
5077,1,3,"103036000",-38979.8,-17392.86,12,"熊本市西区 河内町白浜 ","河内小学校"
5078,1,3,"103036000",-38926.04,-16804.91,12,"熊本市西区 河内町白浜 ","河内小学校"
5079,1,3,"103036000",-39314.56,-17513.54,12,"熊本市西区 河内町白浜 ","河内小学校"
5080,1,3,"103036000",-38591.18,-17618.6,12,"熊本市西区 河内町白浜 ","河内小学校"
5081,1,3,"103036000",-38855.08,-16709.49,12,"熊本市西区 河内町白浜 ","河内小学校"
5082,1,3,"103036000",-37363.58,-17236.44,12,"熊本市西区 河内町白浜 ","河内小学校"
5083,1,3,"103036000",-38997.57,-17395.69,12,"熊本市西区 河内町白浜 ","河内小学校"
5084,1,3,"103036000",-38790.04,-17685.73,12,"熊本市西区 河内町白浜 ","河内小学校"
5085,1,3,"103036000",-37314.1,-17117.72,12,"熊本市西区 河内町白浜 ","河内小学校"
5086,1,3,"103036000",-38587.8,-17585.73,12,"熊本市西区 河内町白浜 ","河内小学校"
5087,1,3,"103036000",-38896.32,-16868.55,12,"熊本市西区 河内町白浜 ","河内小学校"
5088,1,3,"103036000",-39010.39,-16909.36,12,"熊本市西区 河内町白浜 ","河内小学校"
5089,1,3,"103036000",-38926.04,-16804.91,12,"熊本市西区 河内町白浜 ","河内小学校"
5090,1,3,"103036000",-38898.26,-16782.23,12,"熊本市西区 河内町白浜 ","河内小学校"
5091,1,3,"103036000",-38993.86,-17121.05,12,"熊本市西区 河内町白浜 ","河内小学校"
5092,1,3,"103036000",-38963,-16732.44,12,"熊本市西区 河内町白浜 ","河内小学校"
5093,1,3,"103036000",-38886.1,-17296.89,12,"熊本市西区 河内町白浜 ","河内小学校"
5094,1,3,"103036000",-38541.73,-17492.78,12,"熊本市西区 河内町白浜 ","河内小学校"
5095,1,3,"103036000",-38570.02,-17573.34,12,"熊本市西区 河内町白浜 ","河内小学校"
5096,1,3,"103036000",-38752.6,-17565.7,12,"熊本市西区 河内町白浜 ","河内小学校"
5097,1,3,"103036000",-38720.32,-17574.84,12,"熊本市西区 河内町白浜 ","河内小学校"
5098,1,3,"103036000",-38933.4,-17399.03,12,"熊本市西区 河内町白浜 ","河内小学校"
5099,1,3,"103036000",-39182.81,-16901.74,12,"熊本市西区 河内町白浜 ","河内小学校"
5100,1,3,"103036000",-38791.29,-17601.84,12,"熊本市西区 河内町白浜 ","河内小学校"
5101,1,3,"103036000",-38906.55,-16871.45,12,"熊本市西区 河内町白浜 ","河内小学校"
5102,1,3,"103036000",-38564.11,-17587.11,12,"熊本市西区 河内町白浜 ","河内小学校"
5103,1,3,"103036000",-38981.89,-16911.36,12,"熊本市西区 河内町白浜 ","河内小学校"
5104,1,3,"103036000",-38855.08,-16709.49,12,"熊本市西区 河内町白浜 ","河内小学校"
5105,1,3,"103036000",-38937.62,-17030.93,12,"熊本市西区 河内町白浜 ","河内小学校"
5106,1,3,"103036000",-38774.21,-17686.4,12,"熊本市西区 河内町白浜 ","河内小学校"
5107,1,3,"103036000",-39003.95,-17418.77,12,"熊本市西区 河内町白浜 ","河内小学校"
5108,1,3,"103036000",-38851.79,-17417.7,12,"熊本市西区 河内町白浜 ","河内小学校"
5109,1,3,"103036000",-37363.58,-17236.44,12,"熊本市西区 河内町白浜 ","河内小学校"
5110,4,3,"103036000",-38805.26,-16750.47,12,"熊本市西区 河内町白浜 ","河内小学校"
5111,4,3,"103036000",-38561.42,-17516.85,12,"熊本市西区 河内町白浜 ","河内小学校"
5112,4,3,"103036000",-38801.28,-17311.4,12,"熊本市西区 河内町白浜 ","河内小学校"
5113,4,3,"103036000",-38980.2,-17116.66,12,"熊本市西区 河内町白浜 ","河内小学校"
5114,4,3,"103036000",-38684.14,-17851.17,12,"熊本市西区 河内町白浜 ","河内小学校"
5115,4,3,"103036000",-38886.1,-17296.89,12,"熊本市西区 河内町白浜 ","河内小学校"
5116,4,3,"103036000",-38787.64,-17881.02,12,"熊本市西区 河内町白浜 ","河内小学校"
5117,4,3,"103036000",-38841.99,-17583.11,12,"熊本市西区 河内町白浜 ","河内小学校"
5118,2,3,"103036000",-39124.75,-17876.08,12,"熊本市西区 河内町白浜 ","河内小学校"
5119,2,3,"103036000",-38981.96,-17382.93,12,"熊本市西区 河内町白浜 ","河内小学校"
5120,2,3,"103036000",-37754.15,-17460.02,12,"熊本市西区 河内町白浜 ","河内小学校"
5121,3,3,"103036000",-38591.18,-17618.6,12,"熊本市西区 河内町白浜 ","河内小学校"
5122,1,4,"103036000",-38731.13,-17579.54,12,"熊本市西区 河内町白浜 ","河内小学校"
5123,1,4,"103036000",-38139.17,-17403.19,12,"熊本市西区 河内町白浜 ","河内小学校"
5124,1,4,"103036000",-38655.95,-17665.97,12,"熊本市西区 河内町白浜 ","河内小学校"
5125,1,4,"103036000",-38895.01,-16981.46,12,"熊本市西区 河内町白浜 ","河内小学校"
5126,1,4,"103036000",-38824.01,-17564.2,12,"熊本市西区 河内町白浜 ","河内小学校"
5127,1,4,"103036000",-38841.99,-17583.11,12,"熊本市西区 河内町白浜 ","河内小学校"
5128,1,4,"103036000",-38712.03,-17602.82,12,"熊本市西区 河内町白浜 ","河内小学校"
5129,1,4,"103036000",-38701.28,-17600.56,12,"熊本市西区 河内町白浜 ","河内小学校"
5130,1,4,"103036000",-38730.66,-17455.88,12,"熊本市西区 河内町白浜 ","河内小学校"
5131,1,4,"103036000",-37359.75,-17668.63,12,"熊本市西区 河内町白浜 ","河内小学校"
5132,1,4,"103036000",-38774.21,-17686.4,12,"熊本市西区 河内町白浜 ","河内小学校"
5133,1,4,"103036000",-38802.58,-17603.24,12,"熊本市西区 河内町白浜 ","河内小学校"
5134,1,4,"103036000",-38920.89,-17396.29,12,"熊本市西区 河内町白浜 ","河内小学校"
5135,1,4,"103036000",-38542.75,-17572.23,12,"熊本市西区 河内町白浜 ","河内小学校"
5136,1,4,"103036000",-38899.24,-17647.57,12,"熊本市西区 河内町白浜 ","河内小学校"
5137,1,4,"103036000",-38541.73,-17492.78,12,"熊本市西区 河内町白浜 ","河内小学校"
5138,1,4,"103036000",-38994.85,-17439.7,12,"熊本市西区 河内町白浜 ","河内小学校"
5139,1,4,"103036000",-38948.92,-17154.35,12,"熊本市西区 河内町白浜 ","河内小学校"
5140,1,4,"103036000",-38829.3,-17418.18,12,"熊本市西区 河内町白浜 ","河内小学校"
5141,1,4,"103036000",-38720.4,-17463.7,12,"熊本市西区 河内町白浜 ","河内小学校"
5142,1,4,"103036000",-38781.27,-17655.31,12,"熊本市西区 河内町白浜 ","河内小学校"
5143,1,4,"103036000",-38906.55,-16871.45,12,"熊本市西区 河内町白浜 ","河内小学校"
5144,2,4,"103036000",-38641.32,-17624.3,12,"熊本市西区 河内町白浜 ","河内小学校"
5145,2,4,"103036000",-38645.66,-17592.97,12,"熊本市西区 河内町白浜 ","河内小学校"
5146,2,4,"103036000",-38954.39,-16806.86,12,"熊本市西区 河内町白浜 ","河内小学校"
5147,3,4,"103036000",-38801.28,-17311.4,12,"熊本市西区 河内町白浜 ","河内小学校"
5148,3,4,"103036000",-38657.59,-17536.72,12,"熊本市西区 河内町白浜 ","河内小学校"
